Country,Bulan,Revenue_Member,Revenue_Guest
Germany,7/12/20,558.96,0
Germany,7/13/20,281.71,0
Germany,7/14/20,1550.83,0
Germany,7/15/20,1337.11,0
Germany,7/17/20,345.23,0
Germany,7/19/20,2438.5,0
Germany,7/20/20,947.97,0
Germany,7/21/20,1905.63,0
Germany,7/22/20,768.02,0
Germany,7/24/20,612.1,0
Germany,7/25/20,1131.18,0
Germany,7/26/20,-147.9,0
Germany,7/27/20,440.7,0
Germany,7/28/20,385.14,0
Germany,7/29/20,-84.19,0
Germany,7/4/201,1028.42,0
Germany,7/7/201,1183.29,0
Germany,7/8/201,1001.69,0
Germany,8/1/201,1089.18,0
Germany,8/11/20,-9.95,0
Germany,8/12/20,-36.05,0
Germany,8/15/20,378.12,0
Germany,8/16/20,115.3,0
Germany,8/17/20,748.06,0
Germany,8/19/20,877.63,0
Germany,8/2/201,1135.27,0
Germany,8/21/20,324.83,0
Germany,8/22/20,2269.37,0
Germany,8/23/20,443.17,0
Germany,8/24/20,1691.43,0
Germany,8/25/20,620.15,0
Germany,8/26/20,405.13,0
Germany,8/3/201,221.04,0
Germany,8/30/20,403.83,0
Germany,8/31/20,5404.08,0
Germany,8/4/201,1249.93,0
Germany,8/5/201,1066.1,0
Germany,8/7/201,107.4,0
Germany,8/8/201,416.65,0
Germany,8/9/201,102.98,0
Germany,9/1/201,-37.7,0
Germany,9/11/20,1653.89,0
Germany,9/13/20,199.8,0
Germany,9/14/20,351.65,0
Germany,9/16/20,1231.97,0
Germany,9/19/20,2170.84,0
Germany,9/2/201,378.86,0
Germany,9/20/20,128.28,0
Germany,9/21/20,1049.04,0
Germany,9/22/20,708.23,0
Germany,9/23/20,2569.5,0
Germany,9/26/20,704.04,0
Germany,9/27/20,402.45,0
Germany,9/28/20,359.92,0
Germany,9/29/20,1107.13,0
Germany,9/30/20,281.94,0
Germany,9/4/201,2390.71,0
Germany,9/5/201,-19.03,0
Germany,9/6/201,1002.44,0
Germany,9/8/201,1235.38,0
Germany,9/9/201,-149.03,0
Greece,1/24/20,2661.24,0
Greece,12/6/20,680.99,0
Greece,3/4/201,387.31,0
Greece,4/8/201,609.74,0
Greece,7/11/20,371.24,0
"Hong Kong",1/24/20,0,2439.76
"Hong Kong",10/18/2,0,423.42
"Hong Kong",10/28/2,0,311.1
"Hong Kong",10/4/20,0,-10.95
"Hong Kong",11/14/2,0,0
"Hong Kong",3/15/20,0,0
"Hong Kong",4/12/20,0,1539.64
"Hong Kong",5/13/20,0,1966.16
"Hong Kong",6/22/20,0,633.96
"Hong Kong",8/23/20,0,2813.95
"Hong Kong",9/19/20,0,0
Iceland,1/26/20,475.39,0
Iceland,10/31/2,1294.32,0
Iceland,12/7/20,936.61,0
Iceland,4/7/201,636.25,0
Iceland,6/9/201,382.52,0
Iceland,8/2/201,584.91,0
Israel,1/10/20,0,379.84
Israel,10/4/20,138.03,0
Israel,12/15/2,-227.44,0
Israel,2/16/20,779.1,0
Israel,4/1/201,0,110.0
Israel,7/14/20,1430.75,0
Israel,8/18/20,4873.81,0
Israel,9/9/201,0,423.73
Italy,1/13/20,1608.66,0
Italy,1/21/20,341.0,0
Italy,1/26/20,452.85,0
Italy,1/27/20,-33.5,0
Italy,1/5/201,-7.65,0
Italy,10/13/2,318.06,0
Italy,10/18/2,1193.32,0
Italy,10/24/2,722.4,0
Italy,10/25/2,435.09,0
Italy,10/26/2,-30.55,0
Italy,10/27/2,160.0,0
Italy,10/30/2,343.0,0
Italy,10/31/2,317.82,0
Italy,10/6/20,-48.35,0
Italy,11/1/20,120.0,0
Italy,11/14/2,-103.2,0
Italy,11/17/2,248.2,0
Italy,11/18/2,1363.16,0
Italy,11/2/20,85.92,0
Italy,11/21/2,1757.55,0
Italy,11/22/2,611.19,0
Italy,11/23/2,358.73,0
Italy,11/30/2,-197.8,0
Italy,12/21/2,383.7,0
Italy,12/3/20,427.8,0
Italy,12/6/20,183.45,0
Italy,2/11/20,-4.5,0
Italy,2/18/20,256.0,0
Italy,3/14/20,-9.9,0
Italy,3/17/20,1017.68,0
Italy,3/28/20,307.5,0
Italy,3/4/201,463.63,0
Italy,4/19/20,255.04,0
Italy,4/7/201,482.79,0
Italy,5/31/20,587.45,0
Italy,6/29/20,-39.8,0
Italy,6/7/201,159.11,0
Italy,6/9/201,42.96,0
Italy,7/26/20,147.1,0
Italy,8/10/20,721.95,0
Italy,8/11/20,-11.55,0
Italy,8/25/20,309.5,0
Italy,8/4/201,-31.85,0
Italy,8/5/201,946.75,0
Italy,9/20/20,279.8,0
Japan,1/6/201,-109.8,0
Japan,10/26/2,1948.04,0
Japan,11/17/2,4808.48,0
Japan,11/29/2,3651.6,0
Japan,12/12/2,3590.59,0
Japan,12/5/20,320.08,0
Japan,12/6/20,-116.93,0
Japan,12/9/20,3794.4,0
Japan,2/4/201,45.57,0
Japan,2/9/201,5735.24,0
Japan,3/2/201,-28.09,0
Japan,3/4/201,17.55,0
Japan,3/7/201,-63.12,0
Japan,4/18/20,2949.12,0
Japan,4/26/20,-85.47,0
Japan,4/4/201,-1591.2,0
Japan,4/5/201,3599.38,0
Japan,5/13/20,1351.45,0
Japan,6/22/20,1607.04,0
Japan,7/24/20,174.0,0
Japan,7/27/20,3680.4,0
Japan,8/23/20,-49.79,0
Japan,9/14/20,112.08,0
Lebanon,1/27/20,1693.88,0
Lithuania,12/5/20,1598.06,0
Lithuania,12/8/20,63.0,0
Malta,11/17/2,613.43,0
Malta,11/23/2,-30.81,0
Malta,12/1/20,-30.81,0
Malta,6/16/20,-12.75,0
Malta,6/22/20,30.0,0
Malta,6/8/201,833.16,0
Malta,8/15/20,905.5,0
Malta,8/22/20,213.5,0
Malta,8/30/20,-15.75,0
Netherlands,1/14/20,10389.06,0
Netherlands,1/19/20,7722.04,0
Netherlands,1/20/20,305.28,0
Netherlands,1/21/20,8060.3,0
Netherlands,1/31/20,134.48,0
Netherlands,10/18/2,448.92,0
Netherlands,10/20/2,25833.56,0
Netherlands,10/21/2,3325.62,0
Netherlands,10/27/2,9995.22,0
Netherlands,10/5/20,91.85,0
Netherlands,10/6/20,841.55,0
Netherlands,10/7/20,171.93,0
Netherlands,11/10/2,9823.12,0
Netherlands,11/16/2,232.5,0
Netherlands,11/18/2,166.0,0
Netherlands,11/2/20,4486.91,0
Netherlands,11/20/2,140.24,0
Netherlands,11/22/2,809.6,0
Netherlands,11/23/2,10078.64,0
Netherlands,11/30/2,119.0,0
Netherlands,12/1/20,192.6,0
Netherlands,12/20/2,70.96,0
Netherlands,12/21/2,8520.92,0
Netherlands,12/7/20,11477.42,0
Netherlands,12/8/20,250.6,0
Netherlands,2/1/201,214.45,0
Netherlands,2/21/20,18279.48,0
Netherlands,2/22/20,3211.7,0
Netherlands,2/3/201,-34.8,0
Netherlands,2/8/201,1261.28,0
Netherlands,3/14/20,117.93,0
Netherlands,3/22/20,235.71,0
Netherlands,3/25/20,1563.51,0
Netherlands,3/29/20,18247.5,0
Netherlands,3/30/20,1807.04,0
Netherlands,3/9/201,444.8,0
Netherlands,4/28/20,692.36,0
Netherlands,4/5/201,2284.2,0
Netherlands,5/11/20,824.4,0
Netherlands,5/12/20,16478.46,0
Netherlands,5/18/20,732.4,0
Netherlands,5/20/20,294.72,0
Netherlands,5/25/20,1392.0,0
Netherlands,5/26/20,8980.88,0
Netherlands,5/31/20,483.02,0
Netherlands,6/1/201,5422.8,0
Netherlands,6/19/20,5683.06,0
Netherlands,6/20/20,154.67,0
Netherlands,6/21/20,637.72,0
Netherlands,6/28/20,14028.46,0
Netherlands,6/3/201,419.8,0
Netherlands,6/6/201,427.58,0
Netherlands,6/9/201,69.0,0
Netherlands,7/20/20,26.02,0
Netherlands,8/11/20,19150.66,0
Netherlands,8/12/20,825.6,0
Netherlands,8/18/20,-206.4,0
Netherlands,8/23/20,424.8,0
Netherlands,8/26/20,7428.04,0
Netherlands,8/31/20,-465.6,0
Netherlands,8/9/201,12498.71,0
Netherlands,9/13/20,8281.12,0
Netherlands,9/19/20,15618.28,0
Netherlands,9/22/20,904.62,0
Netherlands,9/8/201,1946.68,0
Netherlands,9/9/201,186.56,0
Norway,10/11/2,6.0,0
Norway,10/12/2,883.51,0
Norway,10/27/2,1755.06,0
Norway,10/28/2,1042.66,0
Norway,11/18/2,936.64,0
Norway,11/25/2,2016.78,0
Norway,11/3/20,311.73,0
Norway,11/30/2,2843.29,0
Norway,11/6/20,419.06,0
Norway,12/1/20,1919.14,0
Norway,12/5/20,147.01,0
Norway,12/8/20,1867.98,0
Norway,12/9/20,2638.69,0
Norway,2/16/20,296.5,0
Norway,2/2/201,334.4,0
Norway,3/1/201,144.35,0
Norway,3/17/20,120.33,0
Norway,3/22/20,40.0,0
Norway,6/20/20,3316.66,0
Norway,6/21/20,1870.2,0
Norway,6/22/20,700.0,0
Norway,7/22/20,890.07,0
Norway,8/10/20,757.07,0
Norway,8/12/20,1268.74,0
Norway,8/31/20,-41.35,0
Norway,9/1/201,509.01,0
Norway,9/15/20,562.54,0
Norway,9/19/20,4366.78,0
Norway,9/20/20,366.25,0
Norway,9/28/20,266.25,0
Norway,9/9/201,2608.11,0
Poland,1/17/20,613.22,0
Poland,11/18/2,-19.36,0
Poland,11/2/20,981.95,0
Poland,11/4/20,379.28,0
Poland,12/3/20,248.16,0
Poland,2/4/201,337.2,0
Poland,2/8/201,266.85,0
Poland,3/15/20,317.78,0
Poland,3/21/20,-14.39,0
Poland,4/5/201,705.84,0
Poland,5/25/20,1367.57,0
Poland,5/5/201,154.8,0
Poland,6/1/201,-53.91,0
Poland,6/16/20,318.65,0
Poland,6/3/201,0.0,0
Poland,7/13/20,239.2,0
Poland,7/15/20,448.1,0
Poland,7/25/20,-8.85,0
Poland,8/3/201,275.88,0
Poland,8/30/20,125.92,0
Poland,9/5/201,529.25,0
Portugal,1/18/20,2271.62,0
Portugal,1/26/20,683.93,0
Portugal,1/5/201,-57.6,0
Portugal,1/9/201,1100.16,0
Portugal,10/11/2,892.47,0
Portugal,10/13/2,1319.01,0
Portugal,10/14/2,642.01,0
Portugal,10/17/2,543.41,0
Portugal,10/19/2,149.75,0
Portugal,10/25/2,0,307.21
Portugal,10/6/20,1730.77,0
Portugal,11/11/2,305.3,0
Portugal,11/14/2,511.09,0
Portugal,11/17/2,58.35,0
Portugal,11/21/2,430.48,0
Portugal,11/24/2,859.12,0
Portugal,11/3/20,202.3,0
Portugal,11/30/2,56.0,0
Portugal,11/7/20,222.26,0
Portugal,12/10/2,311.95,0
Portugal,12/14/2,-59.85,0
Portugal,12/17/2,463.5,0
Portugal,12/2/20,1436.93,0
Portugal,12/3/20,131.8,0
Portugal,12/5/20,252.25,0
Portugal,12/6/20,847.83,0
Portugal,12/7/20,394.34,0
Portugal,12/8/20,1149.29,0
Portugal,12/9/20,254.03,0
Portugal,2/21/20,973.65,0
Portugal,2/28/20,240.25,0
Portugal,3/23/20,247.6,0
Portugal,3/24/20,27.0,0
Portugal,3/28/20,400.54,0
Portugal,3/31/20,415.52,0
Portugal,3/8/201,1570.19,0
Portugal,4/13/20,1206.29,0
Portugal,4/8/201,481.46,0
Portugal,5/12/20,602.83,0
Portugal,5/23/20,-15.0,0
Portugal,6/15/20,489.31,0
Portugal,6/24/20,-4.95,0
Portugal,6/7/201,243.2,0
Portugal,6/8/201,151.95,0
Portugal,7/13/20,1452.2,0
Portugal,7/20/20,835.65,0
Portugal,8/15/20,1221.4,0
Portugal,8/3/201,-15.0,0
Portugal,9/2/201,317.0,0
Portugal,9/22/20,777.2,0
Portugal,9/25/20,339.02,0
RSA,10/13/2,1002.31,0
"Saudi Arabia",2/24/20,145.92,0
"Saudi Arabia",3/3/201,-14.75,0
Singapore,1/25/20,2053.07,0
Singapore,10/14/2,999.26,0
Singapore,10/19/2,0.0,0
Singapore,4/4/201,0.0,0
Singapore,4/5/201,2118.74,0
Singapore,7/18/20,3949.32,0
Spain,1/10/20,1715.85,0
Spain,1/11/20,4564.3,0
Spain,1/18/20,681.05,0
Spain,1/19/20,112.92,0
Spain,1/20/20,-65.7,0
Spain,1/24/20,157.45,0
Spain,1/27/20,1.20792265079217e-13,0
Spain,1/6/201,-1126.0,0
Spain,1/7/201,1138.67,0
Spain,10/14/2,3528.34,0
Spain,10/17/2,-3528.34,0
Spain,10/18/2,1019.47,0
Spain,10/19/2,348.32,0
Spain,10/20/2,290.81,0
Spain,10/24/2,401.3,0
Spain,10/26/2,449.45,0
Spain,10/3/20,-9.95,0
Spain,10/30/2,2176.45,0
Spain,10/4/20,-20.0,0
Spain,10/7/20,422.8,0
Spain,11/10/2,791.99,0
Spain,11/17/2,1184.06,0
Spain,11/20/2,1094.23,0
Spain,11/21/2,427.48,0
Spain,11/23/2,2990.0,0
Spain,11/24/2,178.48,0
Spain,11/29/2,170.74,0
Spain,11/3/20,372.7,0
Spain,11/4/20,738.57,0
Spain,11/7/20,11.91,0
Spain,11/8/20,573.71,0
Spain,12/13/2,881.01,0
Spain,12/17/2,168.0,0
Spain,12/3/20,620.0,0
Spain,12/6/20,172.06,0
Spain,12/7/20,99.37,0
Spain,12/9/20,174.72,0
Spain,2/1/201,288.98,0
Spain,2/14/20,446.16,0
Spain,2/18/20,-20.8,0
Spain,2/3/201,617.25,0
Spain,2/9/201,762.11,0
Spain,3/16/20,1218.95,0
Spain,3/22/20,1085.99,0
Spain,3/24/20,1140.76,0
Spain,3/25/20,628.15,0
Spain,3/28/20,817.5,0
Spain,3/4/201,471.8,0
Spain,3/7/201,-36.5,0
Spain,4/11/20,269.95,0
Spain,4/21/20,1079.4,0
Spain,4/28/20,436.3,0
Spain,5/26/20,48.4,0
Spain,5/31/20,1306.49,0
Spain,5/4/201,1380.11,0
Spain,5/6/201,522.6,0
Spain,6/16/20,1137.99,0
Spain,6/19/20,564.2,0
Spain,6/26/20,95.2,0
Spain,6/3/201,264.4,0
Spain,6/6/201,357.99,0
Spain,6/9/201,912.66,0
Spain,7/11/20,312.9,0
Spain,7/20/20,301.52,0
Spain,7/25/20,1358.39,0
Spain,7/28/20,811.9,0
Spain,7/4/201,4146.34,0
Spain,7/6/201,230.5,0
Spain,7/7/201,416.62,0
Spain,8/16/20,200.24,0
Spain,8/17/20,231.76,0
Spain,8/21/20,-3.25,0
Spain,8/24/20,509.34,0
Spain,8/28/20,1246.49,0
Spain,8/31/20,278.4,0
Spain,8/4/201,867.43,0
Spain,9/19/20,971.65,0
Spain,9/20/20,-25.5,0
Spain,9/21/20,964.83,0
Spain,9/23/20,1037.68,0
Spain,9/25/20,372.24,0
Spain,9/27/20,290.5,0
Spain,9/5/201,1092.35,0
Spain,9/8/201,459.99,0
Sweden,1/28/20,2938.76,0
Sweden,1/4/201,507.56,0
Sweden,10/14/2,15.0,0
Sweden,10/17/2,5296.96,0
Sweden,10/30/2,454.2,0
Sweden,11/11/2,223.68,0
Sweden,11/14/2,1238.48,0
Sweden,11/15/2,181.66,0
Sweden,11/18/2,-8.67,0
Sweden,11/22/2,326.72,0
Sweden,11/6/20,671.69,0
Sweden,11/8/20,-20.85,0
Sweden,12/14/2,0.0,0
Sweden,12/17/2,2646.3,0
Sweden,12/5/20,0.0,0
Sweden,2/1/201,509.5,0
Sweden,3/10/20,-57.6,0
Sweden,3/14/20,4400.28,0
Sweden,3/24/20,197.9,0
Sweden,4/15/20,486.1,0
Sweden,4/27/20,323.0,0
Sweden,5/11/20,8.5,0
Sweden,5/12/20,2557.88,0
Sweden,5/18/20,115.6,0
Sweden,5/3/201,-8.5,0
Sweden,5/4/201,-8.5,0
Sweden,6/2/201,121.55,0
Sweden,6/23/20,390.5,0
Sweden,6/9/201,319.95,0
Sweden,7/31/20,3976.99,0
Sweden,7/6/201,2825.1,0
Sweden,8/16/20,185.9,0
Sweden,8/17/20,-9.9,0
Sweden,8/25/20,353.86,0
Sweden,8/4/201,612.0,0
Sweden,8/8/201,249.1,0
Sweden,9/13/20,4114.08,0
Sweden,9/2/201,309.45,0
Sweden,9/30/20,151.68,0
Switzerland,1/19/20,3604.63,0
Switzerland,1/28/20,626.6,0
Switzerland,10/11/2,1527.96,0
Switzerland,10/12/2,661.92,0
Switzerland,10/25/2,1635.66,0
Switzerland,10/26/2,1275.64,0
Switzerland,10/28/2,0,409.99
Switzerland,10/3/20,-16.75,0
Switzerland,10/5/20,2539.56,0
Switzerland,11/11/2,292.58,0
Switzerland,11/18/2,925.64,0
Switzerland,11/23/2,428.57,0
Switzerland,11/29/2,262.5,0
Switzerland,11/6/20,6207.67,0
Switzerland,12/20/2,1001.52,0
Switzerland,12/3/20,303.4,0
Switzerland,2/11/20,-12.25,0
Switzerland,2/24/20,1340.32,0
Switzerland,2/25/20,179.35,0
Switzerland,2/28/20,441.92,0
Switzerland,2/4/201,693.33,0
Switzerland,3/25/20,490.78,0
Switzerland,3/30/20,940.17,0
Switzerland,3/9/201,439.28,0
Switzerland,4/11/20,-29.85,0
Switzerland,4/14/20,669.25,0
Switzerland,4/15/20,219.0,0
Switzerland,4/20/20,-45.9,0
Switzerland,4/21/20,1009.69,0
Switzerland,5/3/201,-42.8,0
Switzerland,5/31/20,906.4,0
Switzerland,5/5/201,2388.31,0
Switzerland,5/9/201,315.3,0
Switzerland,6/10/20,6207.08,0
Switzerland,6/13/20,-21.95,0
Switzerland,6/24/20,417.36,0
Switzerland,6/26/20,667.03,0
Switzerland,6/8/201,612.68,0
Switzerland,7/1/201,360.8,0
Switzerland,7/15/20,-102.0,0
Switzerland,7/17/20,0,235.96
Switzerland,7/25/20,736.0,0
Switzerland,7/26/20,593.74,0
Switzerland,7/31/20,1325.23,0
Switzerland,7/8/201,626.88,0
Switzerland,8/10/20,292.69,0
Switzerland,8/14/20,-4.95,0
Switzerland,8/19/20,668.58,0
Switzerland,8/2/201,3969.62,0
Switzerland,8/23/20,-27.15,0
Switzerland,8/3/201,-16.6,0
Switzerland,9/14/20,743.28,0
Switzerland,9/15/20,160.0,0
Switzerland,9/21/20,-24.95,0
Switzerland,9/22/20,4860.64,0
Switzerland,9/28/20,1810.51,0
Switzerland,9/29/20,505.48,0
Switzerland,9/6/201,200.0,0
USA,10/10/2,1579.51,0
USA,10/12/2,-1579.51,0
USA,10/21/2,731.69,0
USA,12/2/20,269.96,0
USA,12/5/20,615.28,0
USA,12/8/20,-269.96,0
USA,4/19/20,383.95,0
"United Arab Emirates",2/14/20,889.24,0
"United Arab Emirates",9/1/201,975.54,0
"United Arab Emirates",9/22/20,37.5,0
"United Kingdom",1/10/20,11288.46,7799.32
"United Kingdom",1/11/20,52746.62,7991.98
"United Kingdom",1/12/20,13577.95,6557.06
"United Kingdom",1/13/20,12718.1,4724.86
"United Kingdom",1/14/20,9667.15,6915.26
"United Kingdom",1/16/20,7116.61,0
"United Kingdom",1/17/20,13426.77,11453.63
"United Kingdom",1/18/20,6771.79,7268.44
"United Kingdom",1/19/20,8815.43,3699.42
"United Kingdom",1/20/20,10089.35,4310.1
"United Kingdom",1/21/20,14622.72,7414.19
"United Kingdom",1/23/20,9771.45,0
"United Kingdom",1/24/20,11798.09,4755.04
"United Kingdom",1/25/20,18033.81,4344.27
"United Kingdom",1/26/20,13471.36,1984.72
"United Kingdom",1/27/20,15959.44,1373.48
"United Kingdom",1/28/20,10816.45,2580.56
"United Kingdom",1/30/20,6456.44,0
"United Kingdom",1/31/20,11568.96,4052.82
"United Kingdom",1/4/201,10542.3,3430.92
"United Kingdom",1/5/201,27230.53,3307.04
"United Kingdom",1/6/201,25238.41,5681.22
"United Kingdom",1/7/201,16014.45,4389.88
"United Kingdom",1/9/201,14238.64,0
"United Kingdom",10/10/2,35085.14,3512.9
"United Kingdom",10/11/2,22469.29,5722.37
"United Kingdom",10/12/2,19957.58,3994.66
"United Kingdom",10/13/2,22632.99,3341.62
"United Kingdom",10/14/2,22033.77,3637.92
"United Kingdom",10/16/2,21605.44,0
"United Kingdom",10/17/2,30565.13,4204.61
"United Kingdom",10/18/2,30077.27,7028.2
"United Kingdom",10/19/2,22555.67,4141.04
"United Kingdom",10/2/20,11572.0,51.58
"United Kingdom",10/20/2,28868.53,58.84
"United Kingdom",10/21/2,52357.03,2809.38
"United Kingdom",10/23/2,12318.11,0
"United Kingdom",10/24/2,30499.8,7510.98
"United Kingdom",10/25/2,32560.89,4524.94
"United Kingdom",10/26/2,29668.7,2574.48
"United Kingdom",10/27/2,32098.4,1265.69
"United Kingdom",10/28/2,24675.88,2539.97
"United Kingdom",10/3/20,59782.21,3652.36
"United Kingdom",10/30/2,30556.17,0
"United Kingdom",10/31/2,28124.83,20679.44
"United Kingdom",10/4/20,37006.38,9162.5
"United Kingdom",10/5/20,46656.93,1289.83
"United Kingdom",10/6/20,45117.88,2205.73
"United Kingdom",10/7/20,42067.21,4347.22
"United Kingdom",10/9/20,11864.65,57.59
"United Kingdom",11/1/20,24722.35,22.34
"United Kingdom",11/10/2,54440.31,494.97
"United Kingdom",11/11/2,28114.55,16547.4
"United Kingdom",11/13/2,23994.22,3150.46
"United Kingdom",11/14/2,51462.65,54797.1
"United Kingdom",11/15/2,38029.94,11896.45
"United Kingdom",11/16/2,36746.61,14063.46
"United Kingdom",11/17/2,35965.6,4522.75
"United Kingdom",11/18/2,28127.45,13427.66
"United Kingdom",11/2/20,31343.48,6403.97
"United Kingdom",11/20/2,26558.81,3630.9
"United Kingdom",11/21/2,39837.63,3660.82
"United Kingdom",11/22/2,43046.95,12344.66
"United Kingdom",11/23/2,55013.45,5848.71
"United Kingdom",11/24/2,27925.08,10329.36
"United Kingdom",11/25/2,22652.55,20936.89
"United Kingdom",11/27/2,16431.47,3310.12
"United Kingdom",11/28/2,46195.85,4698.98
"United Kingdom",11/29/2,41183.03,19935.84
"United Kingdom",11/3/20,56294.6,2584.46
"United Kingdom",11/30/2,31219.25,15326.91
"United Kingdom",11/4/20,48555.27,6509.5
"United Kingdom",11/6/20,33121.79,5.0
"United Kingdom",11/7/20,24382.06,55687.61
"United Kingdom",11/8/20,35110.38,16682.45
"United Kingdom",11/9/20,55634.33,4104.8
"United Kingdom",12/1/20,82632.99,17665.49
"United Kingdom",12/10/2,27105.04,23777.75
"United Kingdom",12/12/2,13627.03,23.3
"United Kingdom",12/13/2,26560.87,8170.66
"United Kingdom",12/14/2,25410.19,15130.69
"United Kingdom",12/15/2,29415.4,132.9
"United Kingdom",12/16/2,46652.57,322.82
"United Kingdom",12/17/2,7789.72,21553.92
"United Kingdom",12/19/2,6518.82,117.52
"United Kingdom",12/2/20,86089.15,12219.92
"United Kingdom",12/20/2,15559.91,5941.01
"United Kingdom",12/21/2,5624.33,28029.0
"United Kingdom",12/22/2,4110.0,15.05
"United Kingdom",12/23/2,3759.72,5799.67
"United Kingdom",12/3/20,17512.44,20708.97
"United Kingdom",12/4/20,17335.01,4245.47
"United Kingdom",12/5/20,79057.31,24215.1
"United Kingdom",12/6/20,68745.88,30472.29
"United Kingdom",12/7/20,99312.05,32068.14
"United Kingdom",12/8/20,80488.32,32892.23
"United Kingdom",12/9/20,38413.46,26315.59
"United Kingdom",2/1/201,22829.88,2376.18
"United Kingdom",2/10/20,12056.08,489.03
"United Kingdom",2/11/20,13667.73,3826.95
"United Kingdom",2/13/20,5535.4,0
"United Kingdom",2/14/20,18399.1,2307.95
"United Kingdom",2/15/20,17215.47,1274.36
"United Kingdom",2/16/20,19220.55,1300.39
"United Kingdom",2/17/20,15458.09,7340.74
"United Kingdom",2/18/20,12682.86,1596.67
"United Kingdom",2/2/201,15797.83,3198.64
"United Kingdom",2/20/20,9578.89,0
"United Kingdom",2/21/20,10330.9,1839.26
"United Kingdom",2/22/20,25789.5,3024.69
"United Kingdom",2/23/20,16940.97,6579.24
"United Kingdom",2/24/20,19632.38,1147.04
"United Kingdom",2/25/20,16690.94,2000.42
"United Kingdom",2/27/20,8967.9,0
"United Kingdom",2/28/20,12272.18,5094.11
"United Kingdom",2/3/201,18821.8,1127.3
"United Kingdom",2/4/201,15521.96,6020.06
"United Kingdom",2/6/201,3457.11,0
"United Kingdom",2/7/201,20902.91,2130.7
"United Kingdom",2/8/201,12367.99,5932.42
"United Kingdom",2/9/201,4715.21,3873.25
"United Kingdom",3/1/201,12626.02,2307.45
"United Kingdom",3/10/20,15780.85,1541.47
"United Kingdom",3/11/20,15730.08,4377.81
"United Kingdom",3/13/20,3794.33,0
"United Kingdom",3/14/20,18588.57,10.3
"United Kingdom",3/15/20,10428.81,4871.59
"United Kingdom",3/16/20,19274.59,125.6
"United Kingdom",3/17/20,24122.97,6660.33
"United Kingdom",3/18/20,19974.92,3559.08
"United Kingdom",3/2/201,17491.9,3.8
"United Kingdom",3/20/20,18452.05,1735.5
"United Kingdom",3/21/20,15179.17,664.47
"United Kingdom",3/22/20,15655.4,11006.84
"United Kingdom",3/23/20,17220.69,2099.91
"United Kingdom",3/24/20,33702.3,0.0
"United Kingdom",3/25/20,20700.71,3122.62
"United Kingdom",3/27/20,8827.52,16.95
"United Kingdom",3/28/20,15162.63,2381.32
"United Kingdom",3/29/20,18762.57,31454.84
"United Kingdom",3/3/201,13886.0,3121.12
"United Kingdom",3/30/20,25521.73,1998.1
"United Kingdom",3/31/20,15862.3,7362.94
"United Kingdom",3/4/201,14447.51,2007.85
"United Kingdom",3/6/201,9588.28,7.95
"United Kingdom",3/7/201,18844.27,10625.61
"United Kingdom",3/8/201,19748.89,2517.02
"United Kingdom",3/9/201,17542.81,1493.64
"United Kingdom",4/1/201,20882.88,723.28
"United Kingdom",4/10/20,8887.39,0
"United Kingdom",4/11/20,17437.66,2139.13
"United Kingdom",4/12/20,23233.34,6.7
"United Kingdom",4/13/20,22532.06,0.0
"United Kingdom",4/14/20,30170.7,401.37
"United Kingdom",4/15/20,15717.431,8434.51
"United Kingdom",4/17/20,11627.34,0
"United Kingdom",4/18/20,16740.21,11623.46
"United Kingdom",4/19/20,14754.48,4779.7
"United Kingdom",4/20/20,24374.97,2951.52
"United Kingdom",4/21/20,23915.89,3667.48
"United Kingdom",4/26/20,20212.52,8098.72
"United Kingdom",4/27/20,21357.52,2065.4
"United Kingdom",4/28/20,18368.76,1035.08
"United Kingdom",4/3/201,6853.45,24.65
"United Kingdom",4/4/201,18598.99,3621.03
"United Kingdom",4/5/201,17949.62,1200.12
"United Kingdom",4/6/201,11688.78,4452.83
"United Kingdom",4/7/201,13880.76,1432.55
"United Kingdom",4/8/201,17559.66,2257.07
"United Kingdom",5/1/201,5870.33,0
"United Kingdom",5/10/20,24995.11,13868.71
"United Kingdom",5/11/20,26704.43,1623.86
"United Kingdom",5/12/20,25152.51,1811.85
"United Kingdom",5/13/20,22646.79,2745.77
"United Kingdom",5/15/20,8924.87,244.23
"United Kingdom",5/16/20,30295.04,3463.58
"United Kingdom",5/17/20,31723.89,5424.86
"United Kingdom",5/18/20,29604.83,1423.77
"United Kingdom",5/19/20,25155.32,3054.23
"United Kingdom",5/20/20,22515.96,1104.24
"United Kingdom",5/22/20,21590.85,0
"United Kingdom",5/23/20,22890.36,2811.65
"United Kingdom",5/24/20,31170.46,4626.48
"United Kingdom",5/25/20,17701.79,2320.42
"United Kingdom",5/26/20,21303.69,574.1
"United Kingdom",5/27/20,19107.23,6663.54
"United Kingdom",5/29/20,6625.57,0
"United Kingdom",5/3/201,10375.71,5980.51
"United Kingdom",5/31/20,13665.74,4181.85
"United Kingdom",5/4/201,24721.56,12.15
"United Kingdom",5/5/201,21082.66,3792.79
"United Kingdom",5/6/201,25384.68,5106.96
"United Kingdom",5/8/201,16889.96,0
"United Kingdom",5/9/201,19474.01,5014.51
"United Kingdom",6/1/201,8926.3,4590.8
"United Kingdom",6/10/20,11245.36,3525.11
"United Kingdom",6/12/20,11495.63,44.85
"United Kingdom",6/13/20,11878.2,2299.64
